Adoption ID,Date,Quantity,Book ID,Title,ISBN-10,ISBN-13,Category,University ID
2,7/12/2015,81,979,Development Economics,0321464486,9780321464484,Economics,110653
3,3/2/2016,319,976,"The Economics of Women, Men and Work",0132992817,9780132992817,Economics,110653
4,10/6/2015,553,978,Database Processing,0132145375,9780132145374,Computer Science,110653
5,9/12/2015,419,590,Mathematics for Business,0132898357,9780132898355,Business,110653
6,5/17/2015,536,556,Mosaics: Reading and Writing Essays 6e,0205890962,9780205890965,Student Success,110653
7,10/7/2015,136,905,Horngren's Accounting,0133117413,9780133117417,Business,110653
8,12/26/2015,248,490,Essential Statistics,0321836987,9780321836984,Statistics,110653
9,5/29/2015,416,784,Mechanics of Materials,0133254429,9780133254426,Engineering,110653
10,5/10/2015,329,600,Statistical Reasoning for Everyday Life,0321817621,9780321817624,Statistics,110653
11,7/12/2015,493,784,Mechanics of Materials,0133254429,9780133254426,Engineering,110653
12,11/10/2015,660,631,World of Short Stories: 20 Short Stories from Around the World,0205902308,9780205902309,Student Success,110653
13,8/31/2015,574,701,Adaptive Filter Theory,013267145X,9780132671453,Engineering,110653
14,8/23/2015,541,981,Business Intelligence,013610066X,9780136100669,Business,110653
15,10/7/2015,413,695,Aerodynamics for Engineers,0132832887,9780132832885,Engineering,110653
16,6/1/2015,187,958,Macroeconomics,0132991330,9780132991339,Economics,110653
17,8/3/2015,257,981,Business Intelligence,013610066X,9780136100669,Business,110653
18,10/8/2015,97,930,Macroeconomics,0132948877,9780132948876,Economics,110653
19,5/25/2015,633,894,International Economics,0132948915,9780132948913,Economics,110653
20,12/12/2015,486,643,Engineering Vibration,0132871696,9780132871693,Engineering,110653
21,8/2/2015,551,930,Macroeconomics,0132948877,9780132948876,Economics,110653
22,2/13/2016,147,920,Business Communication Essentials,0132971321,9780132971324,Business,110653
23,6/21/2015,452,625,"Career Tool Kit, The: Skills for Success",0132180537,9780132180535,Student Success,110653
24,10/11/2015,509,937,Microeconomics,0133423905,9780133423907,Economics,110653
25,5/14/2015,432,596,Precalculus: A Unit Circle Approach,0321900472,9780321900470,Mathematics,110653
26,8/3/2015,498,586,College Algebra: An Early Functions Approach,0321729641,9780321729644,Mathematics,110653
27,6/14/2015,184,959,Introduction to Financial Accounting,0133251039,9780133251036,Business,110653
28,2/23/2016,280,932,Foundations of Finance,0132994879,9780132994873,Business,110653
29,2/2/2016,279,631,World of Short Stories: 20 Short Stories from Around the World,0205902308,9780205902309,Student Success,110653
30,7/12/2015,167,924,The Economics of Sports,0133022927,9780133022926,Economics,110653
31,2/28/2016,527,965,QuickBooks Pro 2013: A Complete Course,0133023354,9780133023350,Business,110653
32,5/30/2015,616,937,Microeconomics,0133423905,9780133423907,Economics,110653
1,4/27/2015,106,570,Basic College Vocabulary Strategies,0321838939,9780321838933,Student Success,130794
2,10/30/2015,118,618,Bridging the Gap,0205852068,9780205852062,Student Success,130794
3,5/8/2015,299,487,Business Statistics: A First Course,0321838696,9780321838698,Statistics,130794
4,11/15/2015,211,924,The Economics of Sports,0133022927,9780133022926,Economics,130794
5,6/22/2015,337,694,Visual C# 2012 How to Program,0133379337,9780133379334,Computer Science,130794
6,10/30/2015,228,592,Essential Math 4e,0321845056,9780321845054,Mathematics,130794
7,10/20/2015,418,955,Horngren's Financial & Managerial Accounting,0133251241,9780133251241,Business,130794
8,10/22/2015,48,631,World of Short Stories: 20 Short Stories from Around the World,0205902308,9780205902309,Student Success,130794
9,5/9/2015,36,891,Marketing Plan Handbook,0133078353,9780133078350,Business,130794
10,6/1/2015,538,476,Building Java Programs,0133360903,9780133360905,Computer Science,130794
11,1/14/2016,44,975,The Economics of Public Issues,0133022935,9780133022933,Economics,130794
12,2/21/2016,311,927,International Management: Text and Cases,0133062120,9780133062120,Business,130794
13,6/22/2015,244,604,Calculus and Its Applications Expanded Version,0321838203,9780321838209,Mathematics,130794
14,1/7/2016,683,944,Principles of Operations Management,0132968363,9780132968362,Business,130794
15,12/25/2015,48,557,LB Brief with Tabs,0321872568,9780321872562,Student Success,130794
16,3/6/2016,484,558,"Strategies for Successful Writing, Concise Edition",0205883109,9780205883103,English,130794
17,1/23/2016,603,563,The Necessary Shakespeare,0321880943,9780321880949,English,130794
18,10/20/2015,286,906,Database Systems,0132575671,9780132575676,Computer Science,130794
19,7/2/2015,163,646,"Power Electronics: Circuits,Devices & Applications",0133125904,9780133125900,Engineering,130794
20,5/3/2015,486,593,Prealgebra  5e,0321845021,9780321845023,Mathematics,130794
21,9/18/2015,653,918,Fundamentals of Futures and Options Markets,0132993341,9780132993340,Business,130794
22,5/18/2015,116,567,"Writing and Reading Across the Curriculum, Brief Edition",0321906365,9780321906366,English,130794
23,3/4/2016,364,572,Mosaics: Reading and Writing Paragraphs,0205890547,9780205890545,Student Success,130794
24,7/20/2015,288,559,The Blair Reader,0205901840,9780205901845,English,130794
1,2/3/2016,416,637,Elementary Statistics Using Excel,0321851668,9780321851666,Statistics,175272
2,4/13/2015,605,930,Macroeconomics,0132948877,9780132948876,Economics,175272
3,5/13/2015,391,693,"Network Security Essentials: Applications and Standards, 5/e",0133370437,9780133370430,Computer Science,175272
4,8/10/2015,678,897,Introduction to Management Accounting,0133058786,9780133058789,Business,175272
5,5/6/2015,527,621,Developmental Mathematics through Applications: Basic College Mathematics and Algebra,0321826043,9780321826046,Mathematics,175272
6,1/7/2016,444,600,Statistical Reasoning for Everyday Life,0321817621,9780321817624,Statistics,175272
7,12/27/2015,165,677,"Macroeconomics, 2/e",0132992795,9780132992794,Economics,175272
8,9/28/2015,356,616,Introductory and Intermediate Algebra 5e,0321865537,9780321865533,Mathematics,175272
9,3/31/2015,238,615,Algebra and Trigonometry with Modeling & Visualization,0321826124,9780321826121,Mathematics,175272
10,5/26/2015,408,552,The Prentice Hall Guide for College Writers,0205875548,9780205875542,English,175272
11,2/22/2016,38,622,"Prealgebra and Introductory Algebra, 4e",0321859227,9780321859228,Mathematics,175272
12,5/15/2015,287,603,Intro Stats,0321825276,9780321825278,Statistics,175272
13,1/5/2016,243,630,World Myth,0205730523,9780205730520,English,175272
14,10/25/2015,177,612,Precalculus with Modeling & Visualization,0321826027,9780321826022,Mathematics,175272
15,2/3/2016,357,690,Horngren's Financial & Managerial Accounting. The Financial Chapters,0133255573,9780133255577,Business,175272
16,6/28/2015,428,563,The Necessary Shakespeare,0321880943,9780321880949,English,175272
17,11/23/2015,29,563,The Necessary Shakespeare,0321880943,9780321880949,English,175272
18,5/12/2015,382,954,Survey of Economics,0132948850,9780132948852,Economics,175272
19,2/29/2016,392,564,Read to Achieve: Gateway to Academic Reading,0205578063,9780205578061,Student Success,175272
20,2/15/2016,678,487,Business Statistics: A First Course,0321838696,9780321838698,Statistics,175272
21,10/8/2015,549,791,Essentials of Database Management,0133405680,9780133405682,Computer Science,175272
22,1/27/2016,363,894,International Economics,0132948915,9780132948913,Economics,175272
23,3/15/2015,455,967,Principles of Economics,013302380X,9780133023800,Economics,175272
24,6/5/2015,164,590,Mathematics for Business,0132898357,9780132898355,Business,175272
25,10/6/2015,495,642,Developmental Mathematics,0321845862,9780321845863,Mathematics,175272
26,4/15/2015,612,593,Prealgebra  5e,0321845021,9780321845023,Mathematics,175272
27,9/27/2015,595,692,Cryptography and Network Security: Principles and Practice,0133354695,9780133354690,Computer Science,175272
28,1/15/2016,223,950,"Money, Banking, and the Financial System",0132994917,9780132994910,Economics,175272
29,7/1/2015,48,918,Fundamentals of Futures and Options Markets,0132993341,9780132993340,Business,175272
30,8/29/2015,614,953,Accounting Information Systems: The Crossroads of Accounting and IT 2e,0132991322,9780132991322,Business,175272
31,12/2/2015,568,960,Customer Service: Career Success through Customer Loyalty,0133056252,9780133056259,Business,175272
32,1/11/2016,449,947,Operations Management,0132921146,9780132921145,Business,175272
1,7/17/2015,106,920,Business Communication Essentials,0132971321,9780132971324,Business,169798
2,10/15/2015,89,906,Database Systems,0132575671,9780132575676,Computer Science,169798
3,11/20/2015,615,946,Auditing and Assurance Services,0133125637,9780133125634,Business,169798
4,8/2/2015,608,914,Using MIS,0133029670,9780133029673,Business,169798
5,7/4/2015,372,488,Statistics for Business: Decision Making and Analysis,0321836510,9780321836519,Statistics,169798
6,5/30/2015,678,631,World of Short Stories: 20 Short Stories from Around the World,0205902308,9780205902309,Student Success,169798
7,2/3/2016,261,938,Microeconomics: Theory and Applications with Calculus,0133019934,9780133019933,Economics,169798
8,4/7/2015,269,677,"Macroeconomics, 2/e",0132992795,9780132992794,Economics,169798
9,10/22/2015,345,562,Sterling Stories,0205874126,9780205874125,Student Success,169798
10,10/25/2015,543,680,Introduction to Programming with C++,0133252817,9780133252811,Computer Science,169798
11,1/15/2016,319,677,"Macroeconomics, 2/e",0132992795,9780132992794,Economics,169798
12,7/23/2015,260,936,Systems Analysis and Design,0133023443,9780133023442,Business,169798
13,3/20/2015,322,556,Mosaics: Reading and Writing Essays 6e,0205890962,9780205890965,Student Success,169798
14,1/30/2016,443,921,Digital Business Networks,0132846918,9780132846912,Business,169798
15,4/16/2015,457,891,Marketing Plan Handbook,0133078353,9780133078350,Business,169798
16,2/19/2016,555,915,Experiencing MIS,0132967480,9780132967488,Business,169798
17,11/18/2015,447,592,Essential Math 4e,0321845056,9780321845054,Mathematics,169798
18,10/23/2015,80,705,Statics and Mechanics of Materials,0133451607,9780133451603,Engineering,169798
19,3/10/2015,640,559,The Blair Reader,0205901840,9780205901845,English,169798
20,4/1/2015,522,609,"Writing for Life: Paragraphs and Essays, 3E",0205850251,9780205850259,Student Success,169798
21,7/12/2015,45,611,"Cornerstones for Community College Success, 2/E",0321860594,9780321860590,Student Success,169798
22,2/15/2016,271,905,Horngren's Accounting,0133117413,9780133117417,Business,169798
23,9/27/2015,433,974,The Economics of Macro Issues,0132991284,9780132991285,Economics,169798
24,12/1/2015,96,976,"The Economics of Women, Men and Work",0132992817,9780132992817,Economics,169798
25,11/7/2015,151,686,Ownership Series: Ownership: Study Strategies,0132869063,9780132869065,Student Success,169798
26,9/26/2015,324,554,Strategies for Successful Writing,0205883117,9780205883110,English,169798
27,3/14/2015,635,479,Elementary Statistics,0321836960,9780321836960,Statistics,169798
1,10/28/2015,255,627,Intermediate Algebra 10,0321872185,9780321872180,Mathematics,148584
2,2/15/2016,219,926,Environmental Law,0133075281,9780133075281,Business,148584
3,3/21/2015,28,784,Mechanics of Materials,0133254429,9780133254426,Engineering,148584
4,3/14/2015,427,918,Fundamentals of Futures and Options Markets,0132993341,9780132993340,Business,148584
5,7/18/2015,531,925,Guide to Managerial Communication,013297133X,9780132971331,Business,148584
6,9/28/2015,672,912,Fundamentals of Human Resource Management,0132994909,9780132994903,Business,148584
7,1/6/2016,58,951,Corporate Finance,0132992477,9780132992473,Business,148584
8,1/5/2016,348,649,Math Lit,0321818458,9780321818454,Mathematics,148584
9,9/9/2015,312,920,Business Communication Essentials,0132971321,9780132971324,Business,148584
10,10/4/2015,656,927,International Management: Text and Cases,0133062120,9780133062120,Business,148584
11,12/20/2015,695,485,Elementary Algebra,0321880153,9780321880154,Mathematics,148584
12,10/19/2015,104,694,Visual C# 2012 How to Program,0133379337,9780133379334,Computer Science,148584
13,12/14/2015,375,596,Precalculus: A Unit Circle Approach,0321900472,9780321900470,Mathematics,148584
14,2/16/2016,641,970,E-Marketing,0132147556,9780132147552,Business,148584
15,7/16/2015,426,687,Introduction to Materials Science,0132136422,9780132136426,Engineering,148584
16,6/9/2015,673,967,Principles of Economics,013302380X,9780133023800,Economics,148584
17,2/18/2016,625,614,Writing for Life: Sentences and Paragraphs,020588539X,9780205885398,Student Success,148584
18,9/22/2015,636,566,Academic Reading,0321865820,9780321865823,Student Success,148584
19,4/11/2015,143,624,Precalculus,0321837347,9780321837349,Mathematics,148584
20,8/21/2015,164,983,Electronic Commerce 2012,0132145383,9780132145381,Business,148584
21,4/3/2015,28,782,Public Relations Practices,0133127648,9780133127645,Business,148584
22,8/16/2015,568,927,International Management: Text and Cases,0133062120,9780133062120,Business,148584
23,8/31/2015,184,564,Read to Achieve: Gateway to Academic Reading,0205578063,9780205578061,Student Success,148584
24,1/31/2016,420,563,The Necessary Shakespeare,0321880943,9780321880949,English,148584
25,10/14/2015,166,932,Foundations of Finance,0132994879,9780132994873,Business,148584
26,10/12/2015,382,485,Elementary Algebra,0321880153,9780321880154,Mathematics,148584
27,8/16/2015,577,919,MIS Essentials,0132970759,9780132970754,Business,148584
28,3/3/2016,370,604,Calculus and Its Applications Expanded Version,0321838203,9780321838209,Mathematics,148584
29,2/17/2016,669,792,Managing Engineering and Technology,0133485102,9780133485103,Engineering,148584
30,6/25/2015,611,649,Math Lit,0321818458,9780321818454,Mathematics,148584
1,9/28/2015,596,925,Guide to Managerial Communication,013297133X,9780132971331,Business,195809
2,4/2/2015,368,586,College Algebra: An Early Functions Approach,0321729641,9780321729644,Mathematics,195809
3,10/5/2015,604,489,Statistics for Business and Economics,032182623X,9780321826237,Statistics,195809
4,2/13/2016,120,790,Data Structures and Algorithm Analysis in C++,013284737X,9780132847377,Computer Science,195809
5,4/13/2015,34,701,Adaptive Filter Theory,013267145X,9780132671453,Engineering,195809
1,5/4/2015,46,553,"The Prentice Hall Guide for College Writers, Brief Edition",0205883052,9780205883059,English,206279
2,12/2/2015,206,616,Introductory and Intermediate Algebra 5e,0321865537,9780321865533,Mathematics,206279
1,7/17/2015,26,589,College Algebra with Modeling & Visualization,0321826132,9780321826138,Mathematics,141334
2,6/10/2015,285,707,Managerial Economics,0321566440,9780321566447,Economics,141334
3,1/25/2016,43,615,Algebra and Trigonometry with Modeling & Visualization,0321826124,9780321826121,Mathematics,141334
4,4/18/2015,31,550,Literature for Composition,0321829174,9780321829177,English,141334
5,10/31/2015,558,547,"The Curious Writer, Brief Edition",020587665X,9780205876655,English,141334
6,2/12/2016,275,608,Basic Technical Mathematics with Calculus,0133116530,9780133116533,Mathematics,141334
7,10/29/2015,594,925,Guide to Managerial Communication,013297133X,9780132971331,Business,141334
8,2/15/2016,651,681,Electrical Engineering: Principles & Applications,0133116646,9780133116649,Engineering,141334
9,10/16/2015,142,477,Starting Out With Visual Basic,0133128083,9780133128086,Computer Science,141334
10,7/28/2015,176,571,Style: Lessons in Clarity and Grace 11E,0321898680,9780321898685,English,141334
11,6/15/2015,162,957,Principles of Risk Management and Insurance,0132992914,9780132992916,Business,141334
12,6/19/2015,680,631,World of Short Stories: 20 Short Stories from Around the World,0205902308,9780205902309,Student Success,141334
13,4/4/2015,566,613,Business Math,0133011208,9780133011203,Business,141334
14,6/14/2015,641,689,"Horngren's Financial & Managerial Accounting, The Managerial Chapters",0133255433,9780133255430,Business,141334
15,1/25/2016,388,706,Introduction to Engineering Analysis,013601772X,9780136017721,Engineering,141334
16,4/12/2015,655,707,Managerial Economics,0321566440,9780321566447,Economics,141334
17,2/18/2016,377,788,Manufacturing Engineering & Technology,0133128741,9780133128741,Engineering,141334
18,11/13/2015,547,633,Brief Calculus & Its Applications,0321848837,9780321848833,Mathematics,141334
19,1/19/2016,36,554,Strategies for Successful Writing,0205883117,9780205883110,English,141334
20,9/29/2015,78,629,Precalculus: Essentials,032181696X,9780321816962,Mathematics,141334
21,5/5/2015,287,980,Hands-On Database,013610827X,9780136108276,Computer Science,141334
22,4/26/2015,190,930,Macroeconomics,0132948877,9780132948876,Economics,141334
23,3/7/2015,475,923,Guide to Presentations,0133058360,9780133058369,Business,141334
24,10/11/2015,326,910,Managerial Economics,0133020266,9780133020267,Economics,141334
25,9/29/2015,583,695,Aerodynamics for Engineers,0132832887,9780132832885,Engineering,141334
26,8/22/2015,561,567,"Writing and Reading Across the Curriculum, Brief Edition",0321906365,9780321906366,English,141334
27,4/15/2015,374,955,Horngren's Financial & Managerial Accounting,0133251241,9780133251241,Business,141334
28,11/19/2015,205,681,Electrical Engineering: Principles & Applications,0133116646,9780133116649,Engineering,141334
29,5/8/2015,576,599,Analysis with an Introduction to Proof,032174747X,9780321747471,Mathematics,141334
30,6/7/2015,117,643,Engineering Vibration,0132871696,9780132871693,Engineering,141334
31,9/2/2015,576,696,Entrepreneurial Finance,0133140512,9780133140514,Business,141334
1,11/25/2015,400,597,Introductory Algebra 10,0321870484,9780321870483,Mathematics,227216
2,8/21/2015,565,612,Precalculus with Modeling & Visualization,0321826027,9780321826022,Mathematics,227216
3,1/30/2016,590,594,Elementary Algebra:  Concepts & Applications,0321874226,9780321874221,Mathematics,227216
4,3/10/2015,268,614,Writing for Life: Sentences and Paragraphs,020588539X,9780205885398,Student Success,227216
5,1/27/2016,539,705,Statics and Mechanics of Materials,0133451607,9780133451603,Engineering,227216
6,4/22/2015,407,622,"Prealgebra and Introductory Algebra, 4e",0321859227,9780321859228,Mathematics,227216
7,11/8/2015,645,598,Introductory & Intermediate Algebra 3e,0321826035,9780321826039,Mathematics,227216
8,1/17/2016,116,553,"The Prentice Hall Guide for College Writers, Brief Edition",0205883052,9780205883059,English,227216
9,12/20/2015,373,610,Cornerstones for College Success,0321860470,9780321860477,Student Success,227216
10,1/26/2016,652,490,Essential Statistics,0321836987,9780321836984,Statistics,227216
11,8/5/2015,403,952,"Corporate Finance, The Core",0133097897,9780133097894,Business,227216
12,8/11/2015,675,591,Basic College Mathematics,0321825535,9780321825537,Mathematics,227216
13,11/14/2015,125,613,Business Math,0133011208,9780133011203,Business,227216
14,3/14/2015,553,567,"Writing and Reading Across the Curriculum, Brief Edition",0321906365,9780321906366,English,227216
15,7/9/2015,690,587,Algebra and Trigonometry,032183724X,9780321837240,Mathematics,227216
16,9/22/2015,392,919,MIS Essentials,0132970759,9780132970754,Business,227216
17,4/11/2015,335,695,Aerodynamics for Engineers,0132832887,9780132832885,Engineering,227216
18,1/12/2016,102,590,Mathematics for Business,0132898357,9780132898355,Business,227216
19,3/5/2016,598,554,Strategies for Successful Writing,0205883117,9780205883110,English,227216
20,12/11/2015,357,954,Survey of Economics,0132948850,9780132948852,Economics,227216
21,2/19/2016,27,783,Fundamentals of Investing,0133075354,9780133075359,Business,227216
22,4/30/2015,301,638,C++ How to Program (Early Objects Version),0133378713,9780133378719,Computer Science,227216
23,3/3/2016,584,547,"The Curious Writer, Brief Edition",020587665X,9780205876655,English,227216
24,9/29/2015,503,983,Electronic Commerce 2012,0132145383,9780132145381,Business,227216
25,12/7/2015,309,615,Algebra and Trigonometry with Modeling & Visualization,0321826124,9780321826121,Mathematics,227216
26,4/8/2015,570,983,Electronic Commerce 2012,0132145383,9780132145381,Business,227216
27,9/5/2015,445,895,Intercultural Business Communication,0132971275,9780132971270,Business,227216
28,11/30/2015,318,935,Economics Today: The Micro View,0132948885,9780132948883,Economics,227216
1,1/6/2016,531,688,"Essentials of Processes, Systems and Information: with SAP tutorials",013340675X,9780133406757,Business,199315
2,11/11/2015,563,785,"Human Relations for Career and Personal Success: Concepts, Applications, & Skills",0132974401,9780132974400,Business,199315
1,1/2/2016,432,958,Macroeconomics,0132991330,9780132991339,Economics,230728
2,10/20/2015,677,586,College Algebra: An Early Functions Approach,0321729641,9780321729644,Mathematics,230728
3,12/28/2015,251,595,Intermediate Algebra: Concepts & Applications,0321848284,9780321848284,Mathematics,230728
4,7/3/2015,37,787,Visual Basic 2012 How to Program,0133406954,9780133406955,Computer Science,230728
5,12/27/2015,176,928,Human Resource Management,0133043541,9780133043549,Business,230728
6,1/27/2016,573,905,Horngren's Accounting,0133117413,9780133117417,Business,230728
7,7/16/2015,352,678,Marketing Research,0133074676,9780133074673,Business,230728
8,8/16/2015,167,596,Precalculus: A Unit Circle Approach,0321900472,9780321900470,Mathematics,230728
9,1/22/2016,89,891,Marketing Plan Handbook,0133078353,9780133078350,Business,230728
10,5/17/2015,502,920,Business Communication Essentials,0132971321,9780132971324,Business,230728
11,11/18/2015,632,591,Basic College Mathematics,0321825535,9780321825537,Mathematics,230728
12,9/6/2015,448,559,The Blair Reader,0205901840,9780205901845,English,230728
13,7/17/2015,679,490,Essential Statistics,0321836987,9780321836984,Statistics,230728
14,2/20/2016,538,980,Hands-On Database,013610827X,9780136108276,Computer Science,230728
15,12/7/2015,505,917,Information Systems Today,0132971216,9780132971218,Business,230728
16,12/12/2015,183,608,Basic Technical Mathematics with Calculus,0133116530,9780133116533,Mathematics,230728
17,3/14/2015,149,599,Analysis with an Introduction to Proof,032174747X,9780321747471,Mathematics,230728
18,1/11/2016,491,920,Business Communication Essentials,0132971321,9780132971324,Business,230728
19,6/10/2015,153,597,Introductory Algebra 10,0321870484,9780321870483,Mathematics,230728
20,8/13/2015,202,788,Manufacturing Engineering & Technology,0133128741,9780133128741,Engineering,230728
21,1/29/2016,337,937,Microeconomics,0133423905,9780133423907,Economics,230728
22,11/1/2015,505,790,Data Structures and Algorithm Analysis in C++,013284737X,9780132847377,Computer Science,230728
23,10/30/2015,328,953,Accounting Information Systems: The Crossroads of Accounting and IT 2e,0132991322,9780132991322,Business,230728
24,4/24/2015,203,793,Reliability Engineering,0136015727,9780136015727,Engineering,230728
25,3/8/2015,173,613,Business Math,0133011208,9780133011203,Business,230728
26,5/19/2015,487,633,Brief Calculus & Its Applications,0321848837,9780321848833,Mathematics,230728
27,9/14/2015,146,914,Using MIS,0133029670,9780133029673,Business,230728
28,7/23/2015,400,791,Essentials of Database Management,0133405680,9780133405682,Computer Science,230728
29,9/4/2015,312,701,Adaptive Filter Theory,013267145X,9780132671453,Engineering,230728
30,6/9/2015,215,906,Database Systems,0132575671,9780132575676,Computer Science,230728
1,2/10/2016,427,637,Elementary Statistics Using Excel,0321851668,9780321851666,Statistics,138354
2,1/8/2016,566,633,Brief Calculus & Its Applications,0321848837,9780321848833,Mathematics,138354
3,4/5/2015,235,638,C++ How to Program (Early Objects Version),0133378713,9780133378719,Computer Science,138354
4,8/29/2015,575,705,Statics and Mechanics of Materials,0133451607,9780133451603,Engineering,138354
5,4/28/2015,188,595,Intermediate Algebra: Concepts & Applications,0321848284,9780321848284,Mathematics,138354
6,12/8/2015,516,554,Strategies for Successful Writing,0205883117,9780205883110,English,138354
7,1/11/2016,559,623,Precalculus Essentials,0321729560,9780321729569,Mathematics,138354
8,8/9/2015,405,482,Excursions in Modern Mathematics,032182573X,9780321825735,Mathematics,138354
9,5/10/2015,657,572,Mosaics: Reading and Writing Paragraphs,0205890547,9780205890545,Student Success,138354
10,12/4/2015,328,677,"Macroeconomics, 2/e",0132992795,9780132992794,Economics,138354
11,10/31/2015,363,633,Brief Calculus & Its Applications,0321848837,9780321848833,Mathematics,138354
12,1/25/2016,633,685,Ownership Series: Ownership: Critical Thinking,013286908X,9780132869089,Student Success,138354
13,10/7/2015,688,642,Developmental Mathematics,0321845862,9780321845863,Mathematics,138354
14,12/10/2015,64,958,Macroeconomics,0132991330,9780132991339,Economics,138354
15,7/3/2015,106,964,The Practice of Public Relations,0133083578,9780133083576,Business,138354
1,1/19/2016,58,609,"Writing for Life: Paragraphs and Essays, 3E",0205850251,9780205850259,Student Success,102094
2,1/12/2016,189,692,Cryptography and Network Security: Principles and Practice,0133354695,9780133354690,Computer Science,102094
3,1/11/2016,206,586,College Algebra: An Early Functions Approach,0321729641,9780321729644,Mathematics,102094
4,1/30/2016,39,621,Developmental Mathematics through Applications: Basic College Mathematics and Algebra,0321826043,9780321826046,Mathematics,102094
5,12/8/2015,443,921,Digital Business Networks,0132846918,9780132846912,Business,102094
1,7/4/2015,328,925,Guide to Managerial Communication,013297133X,9780132971331,Business,184348
2,7/17/2015,255,927,International Management: Text and Cases,0133062120,9780133062120,Business,184348
3,10/7/2015,452,477,Starting Out With Visual Basic,0133128083,9780133128086,Computer Science,184348
4,6/21/2015,400,920,Business Communication Essentials,0132971321,9780132971324,Business,184348
5,12/13/2015,571,594,Elementary Algebra:  Concepts & Applications,0321874226,9780321874221,Mathematics,184348
6,10/28/2015,27,607,Basic Technical Mathematics,0133083500,9780133083507,Mathematics,184348
7,8/7/2015,340,678,Marketing Research,0133074676,9780133074673,Business,184348
8,12/19/2015,520,481,Mathematics All Around,0321836995,9780321836991,Mathematics,184348
9,4/15/2015,532,782,Public Relations Practices,0133127648,9780133127645,Business,184348
10,6/23/2015,562,549,Complete Works of Shakespeare 7E,0321886518,9780321886514,English,184348
11,7/23/2015,658,943,Modern Systems Analysis and Design,0132991306,9780132991308,Business,184348
12,9/4/2015,598,589,College Algebra with Modeling & Visualization,0321826132,9780321826138,Mathematics,184348
13,5/15/2015,509,604,Calculus and Its Applications Expanded Version,0321838203,9780321838209,Mathematics,184348
14,10/17/2015,503,594,Elementary Algebra:  Concepts & Applications,0321874226,9780321874221,Mathematics,184348
15,6/20/2015,690,937,Microeconomics,0133423905,9780133423907,Economics,184348
16,11/2/2015,182,947,Operations Management,0132921146,9780132921145,Business,184348
17,3/21/2015,351,617,"Developmental Mathematics: Basic Mathematics and Algebra, 3/E",0321854462,9780321854469,Mathematics,184348
18,2/5/2016,299,633,Brief Calculus & Its Applications,0321848837,9780321848833,Mathematics,184348
19,11/17/2015,426,706,Introduction to Engineering Analysis,013601772X,9780136017721,Engineering,184348
20,11/15/2015,649,940,Microeconomics,0132948869,9780132948869,Economics,184348
21,8/13/2015,662,782,Public Relations Practices,0133127648,9780133127645,Business,184348
22,4/7/2015,69,682,Essentials of Entrepreneurship and Small Business Management,0132666790,9780132666794,Business,184348
23,8/23/2015,624,587,Algebra and Trigonometry,032183724X,9780321837240,Mathematics,184348
24,2/8/2016,561,612,Precalculus with Modeling & Visualization,0321826027,9780321826022,Mathematics,184348
25,2/8/2016,610,572,Mosaics: Reading and Writing Paragraphs,0205890547,9780205890545,Student Success,184348
26,1/7/2016,204,698,Global Marketing Management,0136157394,9780136157397,Business,184348
27,2/27/2016,464,891,Marketing Plan Handbook,0133078353,9780133078350,Business,184348
28,1/26/2016,195,625,"Career Tool Kit, The: Skills for Success",0132180537,9780132180535,Student Success,184348
29,12/4/2015,668,694,Visual C# 2012 How to Program,0133379337,9780133379334,Computer Science,184348
30,8/26/2015,90,596,Precalculus: A Unit Circle Approach,0321900472,9780321900470,Mathematics,184348
31,3/13/2015,378,480,Fundamentals of Statistics,032183870X,9780321838704,Statistics,184348
32,5/31/2015,526,695,Aerodynamics for Engineers,0132832887,9780132832885,Engineering,184348
33,12/3/2015,582,946,Auditing and Assurance Services,0133125637,9780133125634,Business,184348
1,3/30/2015,599,984,E-Commerce 2013,0132730359,9780132730358,Business,221856
2,7/13/2015,102,607,Basic Technical Mathematics,0133083500,9780133083507,Mathematics,221856
3,1/28/2016,155,685,Ownership Series: Ownership: Critical Thinking,013286908X,9780132869089,Student Success,221856
4,8/4/2015,606,930,Macroeconomics,0132948877,9780132948876,Economics,221856
5,8/6/2015,230,631,World of Short Stories: 20 Short Stories from Around the World,0205902308,9780205902309,Student Success,221856
6,3/20/2015,374,944,Principles of Operations Management,0132968363,9780132968362,Business,221856
7,12/13/2015,591,698,Global Marketing Management,0136157394,9780136157397,Business,221856
8,6/20/2015,172,782,Public Relations Practices,0133127648,9780133127645,Business,221856
9,4/27/2015,445,560,Prose Reader,0205891500,9780205891504,English,221856
10,8/24/2015,674,928,Human Resource Management,0133043541,9780133043549,Business,221856
11,7/27/2015,585,594,Elementary Algebra:  Concepts & Applications,0321874226,9780321874221,Mathematics,221856
12,7/25/2015,554,566,Academic Reading,0321865820,9780321865823,Student Success,221856
13,1/23/2016,119,954,Survey of Economics,0132948850,9780132948852,Economics,221856
14,12/26/2015,695,568,Reading Rhetorically,0321846621,9780321846624,English,221856
15,5/6/2015,228,563,The Necessary Shakespeare,0321880943,9780321880949,English,221856
16,9/16/2015,383,973,The Economic Way of Thinking,0136039855,9780136039853,Economics,221856
1,1/11/2016,421,968,Principles of Microeconomics,0133024164,9780133024166,Economics,167358
2,8/15/2015,472,591,Basic College Mathematics,0321825535,9780321825537,Mathematics,167358
