Book ID,Title,Category,University ID
951,Corporate Finance,Business,480781
694,Visual C# 2012 How to Program,Computer Science,164447
554,Strategies for Successful Writing,English,164447
912,Fundamentals of Human Resource Management,Business,164447
974,The Economics of Macro Issues,Economics,164447
472,Basics of Web Design: HTML5 & CSS3,Computer Science,164447
588,College Algebra,Mathematics,164447
980,Hands-On Database,Computer Science,164447
904,International Business,Business,164447
557,LB Brief with Tabs,Student Success,164447
642,Developmental Mathematics,Mathematics,164447
914,Using MIS,Business,164447
596,Precalculus: A Unit Circle Approach,Mathematics,164447
911,Economics,Economics,164447
550,Literature for Composition,English,164447
693,"Network Security Essentials: Applications and Standards, 5/e",Computer Science,164447
549,Complete Works of Shakespeare 7E,English,164447
572,Mosaics: Reading and Writing Paragraphs,Student Success,164447
474,Starting Out with C++: Early Objects,Computer Science,164447
960,Customer Service: Career Success through Customer Loyalty,Business,240727
701,Adaptive Filter Theory,Engineering,240727
957,Principles of Risk Management and Insurance,Business,240727
922,Management,Business,240727
639,An Introduction to Programming Using Visual Basic 2012(w/Visual Studio 2012 Express Edition DVD),Computer Science,240727
898,Better Business,Business,240727
921,Digital Business Networks,Business,240727
613,Business Math,Business,240727
476,Building Java Programs,Computer Science,240727
687,Introduction to Materials Science,Engineering,240727
697,"English for Careers: Business, Professional, and Technical",Business,240727
911,Economics,Economics,240727
932,Foundations of Finance,Business,240453
980,Hands-On Database,Computer Science,240453
637,Elementary Statistics Using Excel,Statistics,240453
905,Horngren's Accounting,Business,240453
968,Principles of Microeconomics,Economics,240453
786,Managerial Accounting: Decision Making and Motivating Performance,Business,240453
589,College Algebra with Modeling & Visualization,Mathematics,240453
690,Horngren's Financial & Managerial Accounting. The Financial Chapters,Business,240453
683,Ownership Series: Ownership: Accountability,Student Success,240453
954,Survey of Economics,Economics,450535
639,An Introduction to Programming Using Visual Basic 2012(w/Visual Studio 2012 Express Edition DVD),Computer Science,450535
893,Manager's Bookshelf,Business,450535
705,Statics and Mechanics of Materials,Engineering,450535
633,Brief Calculus & Its Applications,Mathematics,450535
923,Guide to Presentations,Business,450535
475,Java Software Structures,Computer Science,450535
632,Elementary and Intermediate Algebra: Concepts & Applications,Mathematics,450535
791,Essentials of Database Management,Computer Science,450535
477,Starting Out With Visual Basic,Computer Science,450535
475,Java Software Structures,Computer Science,450535
788,Manufacturing Engineering & Technology,Engineering,450535
792,Managing Engineering and Technology,Engineering,450535
933,Economics Today,Economics,450535
692,Cryptography and Network Security: Principles and Practice,Computer Science,450535
703,Principles of Macroeconomics,Economics,450535
646,"Power Electronics: Circuits,Devices & Applications",Engineering,450535
608,Basic Technical Mathematics with Calculus,Mathematics,450535
895,Intercultural Business Communication,Business,450535
974,The Economics of Macro Issues,Economics,450535
477,Starting Out With Visual Basic,Computer Science,450535
913,Economics,Economics,450535
623,Precalculus Essentials,Mathematics,450535
559,The Blair Reader,English,450535
608,Basic Technical Mathematics with Calculus,Mathematics,450535
612,Precalculus with Modeling & Visualization,Mathematics,450535
625,"Career Tool Kit, The: Skills for Success",Student Success,450535
940,Microeconomics,Economics,450535
698,Global Marketing Management,Business,450535
613,Business Math,Business,450535
644,"Developmental Mathematics: Prealgebra, Beginning, Intermediate Algebra",Mathematics,450535
676,International Monetary & Financial  Economics,Economics,450535
929,Principles of Marketing,Business,450535
892,Opportunities and Challenges of Workplace Diversity,Business,450535
598,Introductory & Intermediate Algebra 3e,Mathematics,450535
948,"Integrated Advertising, Promotion, and Marketing Communications",Business,225414
984,E-Commerce 2013,Business,225414
681,Electrical Engineering: Principles & Applications,Engineering,225414
483,Mathematics for Elementary Teachers with Activity Manual,Mathematics,225414
979,Development Economics,Economics,225414
643,Engineering Vibration,Engineering,225414
678,Marketing Research,Business,225414
905,Horngren's Accounting,Business,225414
547,"The Curious Writer, Brief Edition",English,225414
633,Brief Calculus & Its Applications,Mathematics,225414
931,Business Communication,Business,225414
906,Database Systems,Computer Science,225414
789,Machine Design,Engineering,225414
613,Business Math,Business,142115
646,"Power Electronics: Circuits,Devices & Applications",Engineering,142115
610,Cornerstones for College Success,Student Success,142115
490,Essential Statistics,Statistics,142115
476,Building Java Programs,Computer Science,142115
942,Employment Law,Business,142115
976,"The Economics of Women, Men and Work",Economics,142115
590,Mathematics for Business,Business,142115
561,The DK Handbook,Student Success,142115
552,The Prentice Hall Guide for College Writers,English,142115
587,Algebra and Trigonometry,Mathematics,142115
571,Style: Lessons in Clarity and Grace 11E,English,142115
566,Academic Reading,Student Success,142115
618,Bridging the Gap,Student Success,142115
936,Systems Analysis and Design,Business,142115
483,Mathematics for Elementary Teachers with Activity Manual,Mathematics,142115
474,Starting Out with C++: Early Objects,Computer Science,142115
639,An Introduction to Programming Using Visual Basic 2012(w/Visual Studio 2012 Express Edition DVD),Computer Science,142115
548,"The Curious Writer, Concise Edition",English,142115
557,LB Brief with Tabs,Student Success,142115
924,The Economics of Sports,Economics,142115
792,Managing Engineering and Technology,Engineering,142115
698,Global Marketing Management,Business,142115
927,International Management: Text and Cases,Business,142115
556,Mosaics: Reading and Writing Essays 6e,Student Success,142115
943,Modern Systems Analysis and Design,Business,142115
604,Calculus and Its Applications Expanded Version,Mathematics,142115
935,Economics Today: The Micro View,Economics,142115
942,Employment Law,Business,142115
608,Basic Technical Mathematics with Calculus,Mathematics,142115
984,E-Commerce 2013,Business,142115
690,Horngren's Financial & Managerial Accounting. The Financial Chapters,Business,142115
556,Mosaics: Reading and Writing Essays 6e,Student Success,142115
790,Data Structures and Algorithm Analysis in C++,Computer Science,142115
557,LB Brief with Tabs,Student Success,142115
555,"Global Issues, Local Arguments",English,216597
968,Principles of Microeconomics,Economics,216597
975,The Economics of Public Issues,Economics,216597
904,International Business,Business,216597
935,Economics Today: The Micro View,Economics,216597
972,Making the Team,Business,216597
917,Information Systems Today,Business,216597
607,Basic Technical Mathematics,Mathematics,216597
680,Introduction to Programming with C++,Computer Science,216597
546,The Curious Writer,English,216597
695,Aerodynamics for Engineers,Engineering,216597
622,"Prealgebra and Introductory Algebra, 4e",Mathematics,216597
488,Statistics for Business: Decision Making and Analysis,Statistics,227368
590,Mathematics for Business,Business,227368
688,"Essentials of Processes, Systems and Information: with SAP tutorials",Business,227368
980,Hands-On Database,Computer Science,227368
611,"Cornerstones for Community College Success, 2/E",Student Success,227368
556,Mosaics: Reading and Writing Essays 6e,Student Success,227368
597,Introductory Algebra 10,Mathematics,227368
707,Managerial Economics,Economics,227368
975,The Economics of Public Issues,Economics,227368
599,Analysis with an Introduction to Proof,Mathematics,227368
893,Manager's Bookshelf,Business,227368
556,Mosaics: Reading and Writing Essays 6e,Student Success,227368
696,Entrepreneurial Finance,Business,227368
625,"Career Tool Kit, The: Skills for Success",Student Success,227368
957,Principles of Risk Management and Insurance,Business,227368
676,International Monetary & Financial  Economics,Economics,227368
944,Principles of Operations Management,Business,227368
611,"Cornerstones for Community College Success, 2/E",Student Success,227368
677,"Macroeconomics, 2/e",Economics,227368
984,E-Commerce 2013,Business,227368
938,Microeconomics: Theory and Applications with Calculus,Economics,227368
615,Algebra and Trigonometry with Modeling & Visualization,Mathematics,227368
557,LB Brief with Tabs,Student Success,227368
929,Principles of Marketing,Business,227368
550,Literature for Composition,English,227368
563,The Necessary Shakespeare,English,227368
947,Operations Management,Business,227368
694,Visual C# 2012 How to Program,Computer Science,227368
482,Excursions in Modern Mathematics,Mathematics,227368
595,Intermediate Algebra: Concepts & Applications,Mathematics,122931
611,"Cornerstones for Community College Success, 2/E",Student Success,122931
704,Fundamentals of Communication Systems,Engineering,122931
946,Auditing and Assurance Services,Business,122931
595,Intermediate Algebra: Concepts & Applications,Mathematics,122931
969,Economics for Managers,Economics,122931
485,Elementary Algebra,Mathematics,122931
559,The Blair Reader,English,122931
562,Sterling Stories,Student Success,122931
592,Essential Math 4e,Mathematics,122931
968,Principles of Microeconomics,Economics,122931
591,Basic College Mathematics,Mathematics,122931
622,"Prealgebra and Introductory Algebra, 4e",Mathematics,122931
891,Marketing Plan Handbook,Business,122931
921,Digital Business Networks,Business,122931
549,Complete Works of Shakespeare 7E,English,122931
488,Statistics for Business: Decision Making and Analysis,Statistics,122931
607,Basic Technical Mathematics,Mathematics,122931
696,Entrepreneurial Finance,Business,122931
967,Principles of Economics,Economics,122931
629,Precalculus: Essentials,Mathematics,122931
548,"The Curious Writer, Concise Edition",English,122931
553,"The Prentice Hall Guide for College Writers, Brief Edition",English,122931
586,College Algebra: An Early Functions Approach,Mathematics,232423
948,"Integrated Advertising, Promotion, and Marketing Communications",Business,232423
682,Essentials of Entrepreneurship and Small Business Management,Business,232423
623,Precalculus Essentials,Mathematics,232423
938,Microeconomics: Theory and Applications with Calculus,Economics,232423
688,"Essentials of Processes, Systems and Information: with SAP tutorials",Business,232423
692,Cryptography and Network Security: Principles and Practice,Computer Science,232423
473,Introduction to JavaScript Programming with XML and PHP,Computer Science,232423
899,Personal Finance,Business,232423
938,Microeconomics: Theory and Applications with Calculus,Economics,232423
480,Fundamentals of Statistics,Statistics,232423
646,"Power Electronics: Circuits,Devices & Applications",Engineering,131159
599,Analysis with an Introduction to Proof,Mathematics,131159
564,Read to Achieve: Gateway to Academic Reading,Student Success,131159
595,Intermediate Algebra: Concepts & Applications,Mathematics,131159
915,Experiencing MIS,Business,131159
586,College Algebra: An Early Functions Approach,Mathematics,131159
783,Fundamentals of Investing,Business,131159
489,Statistics for Business and Economics,Statistics,131159
596,Precalculus: A Unit Circle Approach,Mathematics,131159
596,Precalculus: A Unit Circle Approach,Mathematics,131159
473,Introduction to JavaScript Programming with XML and PHP,Computer Science,163578
680,Introduction to Programming with C++,Computer Science,163578
559,The Blair Reader,English,163578
611,"Cornerstones for Community College Success, 2/E",Student Success,163578
984,E-Commerce 2013,Business,163578
476,Building Java Programs,Computer Science,163578
924,The Economics of Sports,Economics,163578
621,Developmental Mathematics through Applications: Basic College Mathematics and Algebra,Mathematics,163578
554,Strategies for Successful Writing,English,163578
704,Fundamentals of Communication Systems,Engineering,163578
595,Intermediate Algebra: Concepts & Applications,Mathematics,163578
591,Basic College Mathematics,Mathematics,163578
595,Intermediate Algebra: Concepts & Applications,Mathematics,163578
548,"The Curious Writer, Concise Edition",English,163578
956,Comprehensive Assurance & Systems Tool (CAST): An Integrated Practice Set,Business,163578
704,Fundamentals of Communication Systems,Engineering,163578
911,Economics,Economics,163578
643,Engineering Vibration,Engineering,163578
593,Prealgebra  5e,Mathematics,163578
921,Digital Business Networks,Business,163578
480,Fundamentals of Statistics,Statistics,163578
684,Ownership Series: Ownership: Effective Planning,Student Success,163578
599,Analysis with an Introduction to Proof,Mathematics,163578
686,Ownership Series: Ownership: Study Strategies,Student Success,163578
549,Complete Works of Shakespeare 7E,English,163578
790,Data Structures and Algorithm Analysis in C++,Computer Science,110778
936,Systems Analysis and Design,Business,110778
975,The Economics of Public Issues,Economics,110778
932,Foundations of Finance,Business,110778
916,Management Information Systems,Business,110778
896,Psychology of Investing,Business,110778
599,Analysis with an Introduction to Proof,Mathematics,110778
947,Operations Management,Business,175856
561,The DK Handbook,Student Success,175856
474,Starting Out with C++: Early Objects,Computer Science,175856
677,"Macroeconomics, 2/e",Economics,175856
559,The Blair Reader,English,175856
946,Auditing and Assurance Services,Business,175856
549,Complete Works of Shakespeare 7E,English,175856
899,Personal Finance,Business,175856
617,"Developmental Mathematics: Basic Mathematics and Algebra, 3/E",Mathematics,175856
550,Literature for Composition,English,170286
931,Business Communication,Business,170286
485,Elementary Algebra,Mathematics,170286
589,College Algebra with Modeling & Visualization,Mathematics,170286
473,Introduction to JavaScript Programming with XML and PHP,Computer Science,170286
483,Mathematics for Elementary Teachers with Activity Manual,Mathematics,170286
638,C++ How to Program (Early Objects Version),Computer Science,170286
790,Data Structures and Algorithm Analysis in C++,Computer Science,170286
613,Business Math,Business,170286
695,Aerodynamics for Engineers,Engineering,170286
627,Intermediate Algebra 10,Mathematics,170286
927,International Management: Text and Cases,Business,170286
965,QuickBooks Pro 2013: A Complete Course,Business,170286
950,"Money, Banking, and the Financial System",Economics,170286
928,Human Resource Management,Business,170286
920,Business Communication Essentials,Business,170286
623,Precalculus Essentials,Mathematics,170286
954,Survey of Economics,Economics,170286
967,Principles of Economics,Economics,170286
687,Introduction to Materials Science,Engineering,170286
593,Prealgebra  5e,Mathematics,132842
705,Statics and Mechanics of Materials,Engineering,132842
934,Economics Today: The Macro View,Economics,132842
946,Auditing and Assurance Services,Business,132842
615,Algebra and Trigonometry with Modeling & Visualization,Mathematics,132842
555,"Global Issues, Local Arguments",English,132842
629,Precalculus: Essentials,Mathematics,132842
612,Precalculus with Modeling & Visualization,Mathematics,132842
927,International Management: Text and Cases,Business,132842
978,Database Processing,Computer Science,148496
554,Strategies for Successful Writing,English,148496
648,The DK Guide to Literature,English,148496
617,"Developmental Mathematics: Basic Mathematics and Algebra, 3/E",Mathematics,148496
607,Basic Technical Mathematics,Mathematics,148496
926,Environmental Law,Business,148496
610,Cornerstones for College Success,Student Success,148496
925,Guide to Managerial Communication,Business,148496
973,The Economic Way of Thinking,Economics,148496
939,Macroeconomics,Economics,148496
479,Elementary Statistics,Statistics,148496
912,Fundamentals of Human Resource Management,Business,148496
568,Reading Rhetorically,English,148496
590,Mathematics for Business,Business,148496
910,Managerial Economics,Economics,148496
915,Experiencing MIS,Business,148496
597,Introductory Algebra 10,Mathematics,148496
477,Starting Out With Visual Basic,Computer Science,148496
551,Literature and the Writing Process,English,148496
923,Guide to Presentations,Business,148496
782,Public Relations Practices,Business,148496
611,"Cornerstones for Community College Success, 2/E",Student Success,148496
556,Mosaics: Reading and Writing Essays 6e,Student Success,148496
909,Management: A Focus on Leaders,Business,148496
939,Macroeconomics,Economics,148496
492,Internetworking with TCP/IP Volume One,Computer Science,148496
943,Modern Systems Analysis and Design,Business,148496
965,QuickBooks Pro 2013: A Complete Course,Business,148496
957,Principles of Risk Management and Insurance,Business,148496
951,Corporate Finance,Business,148496
569,Building College Vocabulary Strategies,Student Success,148496
697,"English for Careers: Business, Professional, and Technical",Business,148496
628,Business Math Brief,Business,148496
628,Business Math Brief,Business,148496
587,Algebra and Trigonometry,Mathematics,145770
604,Calculus and Its Applications Expanded Version,Mathematics,145770
704,Fundamentals of Communication Systems,Engineering,145770
919,MIS Essentials,Business,145770
965,QuickBooks Pro 2013: A Complete Course,Business,145770
492,Internetworking with TCP/IP Volume One,Computer Science,145770
969,Economics for Managers,Economics,145770
643,Engineering Vibration,Engineering,145770
589,College Algebra with Modeling & Visualization,Mathematics,145770
949,Macroeconomics,Economics,206604
783,Fundamentals of Investing,Business,206604
922,Management,Business,206604
937,Microeconomics,Economics,206604
610,Cornerstones for College Success,Student Success,206604
686,Ownership Series: Ownership: Study Strategies,Student Success,206604
618,Bridging the Gap,Student Success,206604
912,Fundamentals of Human Resource Management,Business,206604
558,"Strategies for Successful Writing, Concise Edition",English,206604
707,Managerial Economics,Economics,206604
984,E-Commerce 2013,Business,206604
896,Psychology of Investing,Business,206604
698,Global Marketing Management,Business,206604
574,Technical Communication,English,206604
980,Hands-On Database,Computer Science,206604
598,Introductory & Intermediate Algebra 3e,Mathematics,206604
485,Elementary Algebra,Mathematics,206604
909,Management: A Focus on Leaders,Business,206604
614,Writing for Life: Sentences and Paragraphs,Student Success,206604
918,Fundamentals of Futures and Options Markets,Business,206604
628,Business Math Brief,Business,206604
554,Strategies for Successful Writing,English,206604
492,Internetworking with TCP/IP Volume One,Computer Science,206604
788,Manufacturing Engineering & Technology,Engineering,206604
598,Introductory & Intermediate Algebra 3e,Mathematics,206604
556,Mosaics: Reading and Writing Essays 6e,Student Success,206604
919,MIS Essentials,Business,206604
788,Manufacturing Engineering & Technology,Engineering,134130
629,Precalculus: Essentials,Mathematics,134130
974,The Economics of Macro Issues,Economics,134130
976,"The Economics of Women, Men and Work",Economics,134130
927,International Management: Text and Cases,Business,134130
917,Information Systems Today,Business,134130
488,Statistics for Business: Decision Making and Analysis,Statistics,134130
916,Management Information Systems,Business,134130
899,Personal Finance,Business,134130
609,"Writing for Life: Paragraphs and Essays, 3E",Student Success,134130
612,Precalculus with Modeling & Visualization,Mathematics,134130
624,Precalculus,Mathematics,134130
952,"Corporate Finance, The Core",Business,134130
978,Database Processing,Computer Science,134130
618,Bridging the Gap,Student Success,134130
628,Business Math Brief,Business,134130
477,Starting Out With Visual Basic,Computer Science,134130
474,Starting Out with C++: Early Objects,Computer Science,134130
957,Principles of Risk Management and Insurance,Business,134130
696,Entrepreneurial Finance,Business,134130
472,Basics of Web Design: HTML5 & CSS3,Computer Science,134130
786,Managerial Accounting: Decision Making and Motivating Performance,Business,134130
924,The Economics of Sports,Economics,134130
683,Ownership Series: Ownership: Accountability,Student Success,134130
598,Introductory & Intermediate Algebra 3e,Mathematics,134130
895,Intercultural Business Communication,Business,134130
701,Adaptive Filter Theory,Engineering,134130
547,"The Curious Writer, Brief Edition",English,134130
934,Economics Today: The Macro View,Economics,134130
703,Principles of Macroeconomics,Economics,134130
644,"Developmental Mathematics: Prealgebra, Beginning, Intermediate Algebra",Mathematics,134130
626,Elementary & Intermediate Algebra,Mathematics,134130
599,Analysis with an Introduction to Proof,Mathematics,207582
891,Marketing Plan Handbook,Business,207582
956,Comprehensive Assurance & Systems Tool (CAST): An Integrated Practice Set,Business,207582
485,Elementary Algebra,Mathematics,207582
906,Database Systems,Computer Science,207582
931,Business Communication,Business,207582
703,Principles of Macroeconomics,Economics,207582
938,Microeconomics: Theory and Applications with Calculus,Economics,207582
896,Psychology of Investing,Business,207582
646,"Power Electronics: Circuits,Devices & Applications",Engineering,207582
916,Management Information Systems,Business,207582
583,John E. Freund's Mathematical Statistics with Applications,Statistics,207582
891,Marketing Plan Handbook,Business,207582
547,"The Curious Writer, Brief Edition",English,207582
583,John E. Freund's Mathematical Statistics with Applications,Statistics,207582
474,Starting Out with C++: Early Objects,Computer Science,207582
554,Strategies for Successful Writing,English,207582
783,Fundamentals of Investing,Business,207582
546,The Curious Writer,English,207582
704,Fundamentals of Communication Systems,Engineering,207582
920,Business Communication Essentials,Business,207582
984,E-Commerce 2013,Business,207582
487,Business Statistics: A First Course,Statistics,207582
892,Opportunities and Challenges of Workplace Diversity,Business,215062
585,College Algebra Essentials,Mathematics,215062
698,Global Marketing Management,Business,215062
610,Cornerstones for College Success,Student Success,215062
923,Guide to Presentations,Business,215062
947,Operations Management,Business,215062
940,Microeconomics,Economics,215062
925,Guide to Managerial Communication,Business,215062
569,Building College Vocabulary Strategies,Student Success,215062
551,Literature and the Writing Process,English,215062
894,International Economics,Economics,131520
940,Microeconomics,Economics,131520
482,Excursions in Modern Mathematics,Mathematics,131520
590,Mathematics for Business,Business,131520
916,Management Information Systems,Business,131520
637,Elementary Statistics Using Excel,Statistics,131520
559,The Blair Reader,English,131520
630,World Myth,English,131520
623,Precalculus Essentials,Mathematics,131520
646,"Power Electronics: Circuits,Devices & Applications",Engineering,131520
571,Style: Lessons in Clarity and Grace 11E,English,131520
474,Starting Out with C++: Early Objects,Computer Science,131520
476,Building Java Programs,Computer Science,131520
948,"Integrated Advertising, Promotion, and Marketing Communications",Business,131520
484,A First Course in Probability,Statistics,131520
585,College Algebra Essentials,Mathematics,131520
564,Read to Achieve: Gateway to Academic Reading,Student Success,131520
570,Basic College Vocabulary Strategies,Student Success,131520
560,Prose Reader,English,131520
706,Introduction to Engineering Analysis,Engineering,234076
603,Intro Stats,Statistics,234076
596,Precalculus: A Unit Circle Approach,Mathematics,234076
898,Better Business,Business,234076
937,Microeconomics,Economics,234076
969,Economics for Managers,Economics,234076
685,Ownership Series: Ownership: Critical Thinking,Student Success,234076
792,Managing Engineering and Technology,Engineering,234076
978,Database Processing,Computer Science,100706
899,Personal Finance,Business,100706
926,Environmental Law,Business,420866
630,World Myth,English,420866
967,Principles of Economics,Economics,420866
585,College Algebra Essentials,Mathematics,420866
623,Precalculus Essentials,Mathematics,420866
608,Basic Technical Mathematics with Calculus,Mathematics,420866
958,Macroeconomics,Economics,420866
475,Java Software Structures,Computer Science,420866
906,Database Systems,Computer Science,420866
566,Academic Reading,Student Success,420866
480,Fundamentals of Statistics,Statistics,420866
706,Introduction to Engineering Analysis,Engineering,420866
965,QuickBooks Pro 2013: A Complete Course,Business,420866
948,"Integrated Advertising, Promotion, and Marketing Communications",Business,420866
695,Aerodynamics for Engineers,Engineering,420866
917,Information Systems Today,Business,420866
652,"Career Adventure: Your Guide to Personal Assessment, Career Exploration, and Decision Making",Student Success,420866
897,Introduction to Management Accounting,Business,420866
978,Database Processing,Computer Science,420866
968,Principles of Microeconomics,Economics,420866
486,Intermediate Algebra,Mathematics,420866
583,John E. Freund's Mathematical Statistics with Applications,Statistics,420866
560,Prose Reader,English,420866
693,"Network Security Essentials: Applications and Standards, 5/e",Computer Science,420866
919,MIS Essentials,Business,420866
981,Business Intelligence,Business,420866
784,Mechanics of Materials,Engineering,420866
922,Management,Business,420866
594,Elementary Algebra:  Concepts & Applications,Mathematics,420866
933,Economics Today,Economics,420866
676,International Monetary & Financial  Economics,Economics,420866
943,Modern Systems Analysis and Design,Business,420866
939,Macroeconomics,Economics,420866
919,MIS Essentials,Business,206695
960,Customer Service: Career Success through Customer Loyalty,Business,206695
789,Machine Design,Engineering,206695
646,"Power Electronics: Circuits,Devices & Applications",Engineering,206695
548,"The Curious Writer, Concise Edition",English,206695
483,Mathematics for Elementary Teachers with Activity Manual,Mathematics,206695
583,John E. Freund's Mathematical Statistics with Applications,Statistics,206695
782,Public Relations Practices,Business,206695
633,Brief Calculus & Its Applications,Mathematics,206695
552,The Prentice Hall Guide for College Writers,English,206695
910,Managerial Economics,Economics,206695
969,Economics for Managers,Economics,206695
690,Horngren's Financial & Managerial Accounting. The Financial Chapters,Business,234915
652,"Career Adventure: Your Guide to Personal Assessment, Career Exploration, and Decision Making",Student Success,234915
976,"The Economics of Women, Men and Work",Economics,234915
559,The Blair Reader,English,234915
914,Using MIS,Business,234915
681,Electrical Engineering: Principles & Applications,Engineering,234915
923,Guide to Presentations,Business,234915
485,Elementary Algebra,Mathematics,234915
622,"Prealgebra and Introductory Algebra, 4e",Mathematics,234915
589,College Algebra with Modeling & Visualization,Mathematics,234915
954,Survey of Economics,Economics,234915
550,Literature for Composition,English,234915
942,Employment Law,Business,234915
484,A First Course in Probability,Statistics,234915
587,Algebra and Trigonometry,Mathematics,234915
958,Macroeconomics,Economics,234915
627,Intermediate Algebra 10,Mathematics,234915
549,Complete Works of Shakespeare 7E,English,234915
950,"Money, Banking, and the Financial System",Economics,234915
969,Economics for Managers,Economics,234915
906,Database Systems,Computer Science,234915
933,Economics Today,Economics,234915
587,Algebra and Trigonometry,Mathematics,234915
552,The Prentice Hall Guide for College Writers,English,234915
626,Elementary & Intermediate Algebra,Mathematics,234915
950,"Money, Banking, and the Financial System",Economics,234915
969,Economics for Managers,Economics,234915
570,Basic College Vocabulary Strategies,Student Success,234915
940,Microeconomics,Economics,234915
950,"Money, Banking, and the Financial System",Economics,234915
595,Intermediate Algebra: Concepts & Applications,Mathematics,234915
952,"Corporate Finance, The Core",Business,234915
622,"Prealgebra and Introductory Algebra, 4e",Mathematics,234915
919,MIS Essentials,Business,186371
636,Trigonometry,Mathematics,186371
585,College Algebra Essentials,Mathematics,186371
566,Academic Reading,Student Success,186371
560,Prose Reader,English,186371
973,The Economic Way of Thinking,Economics,186371
480,Fundamentals of Statistics,Statistics,186371
932,Foundations of Finance,Business,186371
490,Essential Statistics,Statistics,186371
928,Human Resource Management,Business,186371
592,Essential Math 4e,Mathematics,186371
477,Starting Out With Visual Basic,Computer Science,186371
677,"Macroeconomics, 2/e",Economics,186371
592,Essential Math 4e,Mathematics,186371
485,Elementary Algebra,Mathematics,186371
563,The Necessary Shakespeare,English,186371
979,Development Economics,Economics,186371
567,"Writing and Reading Across the Curriculum, Brief Edition",English,186371
688,"Essentials of Processes, Systems and Information: with SAP tutorials",Business,186371
925,Guide to Managerial Communication,Business,186371
608,Basic Technical Mathematics with Calculus,Mathematics,186371
561,The DK Handbook,Student Success,186371
547,"The Curious Writer, Brief Edition",English,186371
919,MIS Essentials,Business,186371
683,Ownership Series: Ownership: Accountability,Student Success,242653
932,Foundations of Finance,Business,242653
563,The Necessary Shakespeare,English,242653
978,Database Processing,Computer Science,242653
486,Intermediate Algebra,Mathematics,242653
793,Reliability Engineering,Engineering,242653
595,Intermediate Algebra: Concepts & Applications,Mathematics,242653
472,Basics of Web Design: HTML5 & CSS3,Computer Science,242653
704,Fundamentals of Communication Systems,Engineering,242653
695,Aerodynamics for Engineers,Engineering,242653
593,Prealgebra  5e,Mathematics,242653
479,Elementary Statistics,Statistics,242653
489,Statistics for Business and Economics,Statistics,242653
622,"Prealgebra and Introductory Algebra, 4e",Mathematics,242653
946,Auditing and Assurance Services,Business,242653
793,Reliability Engineering,Engineering,242653
916,Management Information Systems,Business,242653
590,Mathematics for Business,Business,242653
931,Business Communication,Business,242653
560,Prose Reader,English,242653
486,Intermediate Algebra,Mathematics,242653
608,Basic Technical Mathematics with Calculus,Mathematics,242653
980,Hands-On Database,Computer Science,242653
549,Complete Works of Shakespeare 7E,English,242653
906,Database Systems,Computer Science,242653
791,Essentials of Database Management,Computer Science,242653
927,International Management: Text and Cases,Business,209807
925,Guide to Managerial Communication,Business,209807
952,"Corporate Finance, The Core",Business,209807
477,Starting Out With Visual Basic,Computer Science,209807
786,Managerial Accounting: Decision Making and Motivating Performance,Business,209807
646,"Power Electronics: Circuits,Devices & Applications",Engineering,209807
566,Academic Reading,Student Success,209807
479,Elementary Statistics,Statistics,209807
948,"Integrated Advertising, Promotion, and Marketing Communications",Business,209807
554,Strategies for Successful Writing,English,209807
928,Human Resource Management,Business,209807
622,"Prealgebra and Introductory Algebra, 4e",Mathematics,209807
954,Survey of Economics,Economics,209807
636,Trigonometry,Mathematics,209807
791,Essentials of Database Management,Computer Science,209807
607,Basic Technical Mathematics,Mathematics,209807
938,Microeconomics: Theory and Applications with Calculus,Economics,209807
924,The Economics of Sports,Economics,209807
552,The Prentice Hall Guide for College Writers,English,209807
618,Bridging the Gap,Student Success,209807
483,Mathematics for Elementary Teachers with Activity Manual,Mathematics,209807
896,Psychology of Investing,Business,209807
930,Macroeconomics,Economics,209807
917,Information Systems Today,Business,209807
474,Starting Out with C++: Early Objects,Computer Science,196079
895,Intercultural Business Communication,Business,196079
953,Accounting Information Systems: The Crossroads of Accounting and IT 2e,Business,196079
789,Machine Design,Engineering,196079
896,Psychology of Investing,Business,196079
628,Business Math Brief,Business,196079
787,Visual Basic 2012 How to Program,Computer Science,196079
687,Introduction to Materials Science,Engineering,196079
967,Principles of Economics,Economics,196079
613,Business Math,Business,196079
707,Managerial Economics,Economics,196079
618,Bridging the Gap,Student Success,196079
648,The DK Guide to Literature,English,196079
957,Principles of Risk Management and Insurance,Business,196079
929,Principles of Marketing,Business,196079
574,Technical Communication,English,196079
474,Starting Out with C++: Early Objects,Computer Science,196079
648,The DK Guide to Literature,English,196079
975,The Economics of Public Issues,Economics,196079
784,Mechanics of Materials,Engineering,196079
957,Principles of Risk Management and Insurance,Business,196079
611,"Cornerstones for Community College Success, 2/E",Student Success,196079
623,Precalculus Essentials,Mathematics,196079
936,Systems Analysis and Design,Business,196079
686,Ownership Series: Ownership: Study Strategies,Student Success,196079
629,Precalculus: Essentials,Mathematics,196079
638,C++ How to Program (Early Objects Version),Computer Science,196079
596,Precalculus: A Unit Circle Approach,Mathematics,196079
591,Basic College Mathematics,Mathematics,196079
688,"Essentials of Processes, Systems and Information: with SAP tutorials",Business,196079
904,International Business,Business,196079
939,Macroeconomics,Economics,131520
693,"Network Security Essentials: Applications and Standards, 5/e",Computer Science,131520
